ubuntu@ip-172-31-80-59:~/Conversion-Rate-Improvement-main$ /usr/bin/python3.7 eCommerce_ConversionRate_Gaudi.py
Loading Habana modules from /usr/lib/habanalabs/


hpu


BinaryClassification(
  (layer_1): Linear(in_features=10, out_features=8400, bias=True)
  (layer_2): Linear(in_features=8400, out_features=8400, bias=True)
  (layer_3): Linear(in_features=8400, out_features=8400, bias=True)
  (layer_out): Linear(in_features=8400, out_features=1, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0.1, inplace=False)
  (batchnorm1): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm2): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (batchnorm3): BatchNorm1d(8400, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)




Epoch 001: | Loss: 3.14147 | Acc: 54.778
Epoch 002: | Loss: 0.97843 | Acc: 55.111
Epoch 003: | Loss: 0.76282 | Acc: 62.111
Epoch 004: | Loss: 0.68115 | Acc: 63.111
Epoch 005: | Loss: 0.64153 | Acc: 64.111
Epoch 006: | Loss: 0.62324 | Acc: 65.889
Epoch 007: | Loss: 0.61512 | Acc: 66.667
Epoch 008: | Loss: 0.60862 | Acc: 67.333
Epoch 009: | Loss: 0.60436 | Acc: 67.556
Epoch 010: | Loss: 0.59650 | Acc: 68.667
Epoch 011: | Loss: 0.59146 | Acc: 68.778
Epoch 012: | Loss: 0.58424 | Acc: 69.889
Epoch 013: | Loss: 0.57780 | Acc: 70.111
Epoch 014: | Loss: 0.57290 | Acc: 71.000
Epoch 015: | Loss: 0.57323 | Acc: 70.667
Epoch 016: | Loss: 0.56945 | Acc: 71.222
Epoch 017: | Loss: 0.56353 | Acc: 71.333
Epoch 018: | Loss: 0.56043 | Acc: 71.444
Epoch 019: | Loss: 0.56551 | Acc: 71.000
Epoch 020: | Loss: 0.55993 | Acc: 71.667
Epoch 021: | Loss: 0.55373 | Acc: 71.778
Epoch 022: | Loss: 0.55714 | Acc: 71.889
Epoch 023: | Loss: 0.54603 | Acc: 72.333
Epoch 024: | Loss: 0.54578 | Acc: 72.222
Epoch 025: | Loss: 0.54178 | Acc: 72.667
Epoch 026: | Loss: 0.54200 | Acc: 72.667
Epoch 027: | Loss: 0.54025 | Acc: 72.444
Epoch 028: | Loss: 0.53878 | Acc: 72.889
Epoch 029: | Loss: 0.53330 | Acc: 73.333
Epoch 030: | Loss: 0.53194 | Acc: 73.111
Epoch 031: | Loss: 0.53742 | Acc: 72.889
Epoch 032: | Loss: 0.53349 | Acc: 73.333
Epoch 033: | Loss: 0.53498 | Acc: 73.222
Epoch 034: | Loss: 0.53133 | Acc: 73.444
Epoch 035: | Loss: 0.53075 | Acc: 73.444
Epoch 036: | Loss: 0.52902 | Acc: 73.444
Epoch 037: | Loss: 0.52184 | Acc: 74.111
Epoch 038: | Loss: 0.52890 | Acc: 73.444
Epoch 039: | Loss: 0.52668 | Acc: 73.444
Epoch 040: | Loss: 0.52371 | Acc: 73.889
Epoch 041: | Loss: 0.52560 | Acc: 74.000
Epoch 042: | Loss: 0.52227 | Acc: 73.889
Epoch 043: | Loss: 0.52032 | Acc: 74.333
Epoch 044: | Loss: 0.52442 | Acc: 73.778
Epoch 045: | Loss: 0.52173 | Acc: 74.111
Epoch 046: | Loss: 0.52104 | Acc: 74.222
Epoch 047: | Loss: 0.51900 | Acc: 74.444
Epoch 048: | Loss: 0.52197 | Acc: 74.333
Epoch 049: | Loss: 0.52008 | Acc: 74.333
Epoch 050: | Loss: 0.51935 | Acc: 74.222
Epoch 051: | Loss: 0.52156 | Acc: 74.222
Epoch 052: | Loss: 0.53171 | Acc: 73.778
Epoch 053: | Loss: 0.51930 | Acc: 74.333
Epoch 054: | Loss: 0.51604 | Acc: 74.778
Epoch 055: | Loss: 0.51663 | Acc: 74.333
Epoch 056: | Loss: 0.51451 | Acc: 74.556
Epoch 057: | Loss: 0.51920 | Acc: 74.333
Epoch 058: | Loss: 0.51673 | Acc: 74.667
Epoch 059: | Loss: 0.51254 | Acc: 74.778
Epoch 060: | Loss: 0.51672 | Acc: 74.444
Epoch 061: | Loss: 0.52105 | Acc: 74.333
Epoch 062: | Loss: 0.51586 | Acc: 74.556
Epoch 063: | Loss: 0.51575 | Acc: 74.556
Epoch 064: | Loss: 0.51730 | Acc: 74.444
Epoch 065: | Loss: 0.51222 | Acc: 74.778
Epoch 066: | Loss: 0.50976 | Acc: 75.111
Epoch 067: | Loss: 0.50848 | Acc: 74.889
Epoch 068: | Loss: 0.50774 | Acc: 75.111
Epoch 069: | Loss: 0.50844 | Acc: 74.889
Epoch 070: | Loss: 0.50826 | Acc: 74.889
Epoch 071: | Loss: 0.50742 | Acc: 74.889
Epoch 072: | Loss: 0.51182 | Acc: 74.889
Epoch 073: | Loss: 0.51855 | Acc: 74.556
Epoch 074: | Loss: 0.51625 | Acc: 74.444
Epoch 075: | Loss: 0.51256 | Acc: 74.778
Epoch 076: | Loss: 0.51008 | Acc: 74.778
Epoch 077: | Loss: 0.51790 | Acc: 74.556
Epoch 078: | Loss: 0.51216 | Acc: 74.778
Epoch 079: | Loss: 0.51557 | Acc: 74.778
Epoch 080: | Loss: 0.51217 | Acc: 74.778
Epoch 081: | Loss: 0.51241 | Acc: 75.000
Epoch 082: | Loss: 0.52000 | Acc: 74.778
Epoch 083: | Loss: 0.51330 | Acc: 74.778
Epoch 084: | Loss: 0.51238 | Acc: 74.778
Epoch 085: | Loss: 0.50991 | Acc: 74.667
Epoch 086: | Loss: 0.50806 | Acc: 74.778
Epoch 087: | Loss: 0.50841 | Acc: 75.000
